621	605
619	781
618	945
618	982
618	807
618	607
618	511
618	537
618	573
618	519
618	521
619	527
621	531
621	531
623	523
630	531
646	537
669	518
694	537
720	526
741	533
759	537
774	523
789	544
802	533
810	529
818	547
825	525
829	545
830	545
830	544
830	565
829	555
829	571
832	591
833	582
837	607
841	603
843	611
845	627
849	611
850	630
850	611
851	587
850	587
849	557
848	553
843	543
837	525
830	537
820	525
806	521
791	525
776	513
762	529
759	519
759	518
762	531
762	511
762	523
762	521
759	512
758	529
757	510
754	517
750	527
747	513
746	533
745	516
744	517
744	528
741	513
741	525
737	519
733	516
729	527
725	509
722	523
720	522
717	507
714	527
712	520
709	520
706	529
703	513
702	535
701	525
699	516
698	529
695	518
693	528
690	529
686	521
683	541
681	529
678	532
676	535
673	528
670	551
669	537
667	539
666	551
663	529
661	541
660	531
657	525
657	545
656	528
654	535
653	532
651	519
650	531
649	517
648	532
645	534
645	516
645	531
642	531
641	529
641	541
640	507
638	508
637	563
637	714
637	913
637	975
637	898
637	673
637	514
637	531
638	559
640	543
640	530
638	515
637	545
637	527
638	517
642	537
653	519
674	528
697	527
720	522
741	542
759	523
773	531
786	539
797	527
810	541
818	533
826	537
832	557
834	544
836	561
834	556
834	559
833	583
830	571
829	587
832	601
834	599
837	617
840	611
842	623
842	629
843	601
843	603
843	584
842	563
841	555
837	527
833	533
825	526
814	515
802	525
789	508
774	522
762	521
758	509
758	519
757	513
758	511
759	525
759	507
759	523
758	519
757	513
754	528
750	511
746	525
744	523
741	515
741	531
742	513
741	517
740	525
735	513
733	517
729	513
725	514
722	525
720	510
717	529
717	531
714	517
710	533
708	517
706	531
703	525
702	515
699	533
698	518
693	524
690	531
686	513
683	535
682	531
681	525
680	533
677	513
676	532
674	525
672	514
670	528
669	510
669	523
667	523
666	508
663	527
662	511
661	519
660	532
657	507
654	525
651	517
650	518
649	535
646	503
645	499
644	538
642	660
642	867
642	950
642	883
642	695
642	511
644	519
645	539
645	526
645	516
646	501
646	521
648	515
648	501
649	515
653	501
666	517
685	523
708	506
730	530
750	512
769	517
782	525
793	515
804	527
811	521
820	523
826	543
829	523
830	543
830	535
829	536
829	565
826	551
826	575
826	581
826	584
829	609
832	601
832	606
832	624
833	595
833	597
832	573
830	552
827	562
825	527
820	530
813	519
804	505
789	526
776	511
758	505
746	515
746	497
746	511
745	507
746	507
746	519
746	501
747	518
747	519
746	508
744	521
741	501
738	513
737	519
735	507
734	523
731	511
730	514
726	524
725	498
722	515
718	509
715	506
714	521
709	503
708	516
703	511
701	501
698	518
695	505
693	521
693	513
690	501
689	527
686	516
682	515
677	521
674	507
673	521
672	517
670	509
669	522
669	511
667	516
666	517
662	511
661	531
661	519
661	522
661	528
658	508
657	527
654	519
651	514
649	519
646	488
645	507
642	589
641	753
638	919
637	915
637	775
637	587
637	495
637	531
637	531
637	510
637	509
637	500
637	519
637	505
637	505
637	525
644	505
658	519
677	516
699	509
722	532
741	513
756	515
767	526
781	505
790	531
800	514
805	521
810	533
811	521
813	541
811	545
810	539
810	559
809	554
809	577
810	587
813	577
814	605
814	598
815	599
815	605
814	568
813	575
813	563
811	538
809	545
804	515
795	527
786	527
774	515
762	538
746	513
733	522
731	533
733	518
733	531
731	526
733	518
733	527
733	517
733	529
733	525
730	513
729	533
727	521
726	527
726	539
726	523
725	536
724	525
720	527
717	530
714	518
713	525
710	513
706	515
705	533
702	509
699	523
698	520
695	507
694	524
692	513
689	521
686	530
682	515
681	532
677	519
676	521
674	523
672	503
669	528
669	517
666	504
663	519
662	509
661	517
661	523
658	507
657	526
654	513
650	521
648	529
644	509
642	503
641	491
638	573
637	739
635	887
634	932
634	785
634	582
634	511
634	509
635	533
635	517
634	493
634	519
633	507
631	512
630	513
629	503
637	522
651	515
670	509
693	529
714	514
733	529
751	528
770	519
785	537
797	521
805	541
810	539
811	525
813	549
814	534
813	549
813	570
814	559
815	582
818	587
820	589
822	611
825	596
827	616
829	621
829	598
829	603
829	567
827	557
826	555
821	527
818	535
813	515
805	507
794	517
781	501
767	511
751	512
744	495
745	519
745	502
745	509
746	514
746	505
746	517
744	505
741	512
741	527
738	503
735	525
733	517
730	511
729	525
726	507
725	525
722	527
720	513
717	529
715	509
714	518
710	523
708	509
705	521
703	515
701	517
701	530
698	518
698	536
695	533
693	523
692	527
689	511
686	523
683	523
682	507
680	526
677	511
676	513
674	521
672	503
669	525
667	517
666	508
666	527
665	509
663	525
661	525
661	521
658	518
656	495
653	524
650	649
646	815
645	942
646	886
646	709
646	553
645	506
646	550
645	539
645	505
646	523
648	517
648	521
649	518
649	504
651	523
661	514
681	520
701	523
725	513
746	529
765	521
781	521
797	536
809	517
818	529
823	529
829	526
832	545
833	534
833	549
834	552
834	544
834	570
836	577
838	582
842	603
848	599
850	614
850	617
852	611
853	611
853	577
853	577
853	560
852	539
850	537
845	515
837	531
829	529
814	508
800	523
784	513
765	511
757	523
759	505
759	523
762	514
762	516
762	529
761	507
759	522
758	527
754	511
751	531
747	520
746	517
744	525
742	517
740	531
738	517
735	519
734	529
731	513
730	529
727	523
725	521
722	527
720	507
717	523
714	527
712	511
709	529
706	521
703	527
702	533
699	517
697	537
693	523
690	517
687	529
685	513
685	529
682	525
681	510
678	525
676	516
672	514
669	527
667	514
666	532
666	519
662	528
661	536
658	510
656	513
653	500
650	545
648	706
645	857
645	939
644	842
642	635
642	522
642	509
642	538
642	532
642	495
641	513
642	513
641	503
642	517
644	507
653	519
670	516
692	506
715	519
738	503
759	504
779	511
797	505
811	526
821	513
826	515
829	527
830	517
833	533
834	529
834	527
834	553
836	543
838	554
842	567
845	567
850	593
853	589
857	600
858	608
858	582
858	595
858	563
857	555
854	551
850	520
845	523
842	512
834	502
826	512
813	495
798	503
783	509
766	490
758	511
759	494
759	503
761	501
762	495
761	506
759	499
758	499
754	509
751	492
749	507
746	502
742	493
741	517
741	499
740	506
738	509
735	505
733	520
730	496
726	503
722	518
719	495
717	510
714	509
712	501
709	515
708	493
706	503
703	509
699	495
697	513
693	493
690	509
686	519
683	507
682	525
678	508
677	508
674	522
673	501
670	517
669	511
