837	546
837	545
837	553
837	533
837	543
836	539
834	535
834	549
834	534
834	539
834	548
834	531
833	555
833	539
830	532
829	548
829	534
829	550
827	541
826	540
823	555
822	529
820	517
818	537
817	647
815	856
814	989
813	972
813	784
813	570
813	524
811	563
810	568
810	547
808	515
806	543
805	543
805	527
804	535
802	525
802	531
801	539
800	523
798	542
797	537
797	537
797	549
797	536
802	551
813	541
836	542
858	560
875	548
887	555
897	557
905	555
914	575
922	568
932	581
938	595
943	595
949	615
950	614
950	623
949	635
949	619
946	626
943	599
942	575
941	577
938	545
937	543
934	539
932	517
930	525
928	509
925	517
923	520
921	509
917	524
914	514
912	517
907	524
904	511
898	524
894	523
891	512
890	527
885	509
884	524
881	521
877	511
874	525
872	517
868	519
866	523
865	508
863	523
862	517
861	511
859	519
859	507
858	525
858	521
857	513
857	533
855	517
853	518
853	525
851	507
850	525
849	513
849	512
849	525
849	513
849	519
849	524
848	517
846	527
845	506
845	520
845	524
843	509
842	533
842	523
841	527
841	530
838	512
837	526
836	515
834	516
834	523
833	507
833	521
833	519
833	511
832	524
829	509
829	517
827	520
826	511
822	527
821	517
821	517
821	527
820	511
818	507
818	491
817	541
815	718
813	893
813	973
811	866
810	638
810	519
810	518
809	556
809	543
808	498
806	521
805	521
805	516
805	517
805	503
804	524
804	520
802	513
802	524
800	515
797	521
797	525
795	511
794	535
797	533
808	529
829	547
853	533
872	547
884	537
893	539
902	562
912	552
919	575
927	583
933	589
938	609
942	606
945	615
946	626
946	607
946	619
946	590
945	575
942	566
939	531
937	539
933	521
932	513
930	518
926	503
923	506
922	508
918	487
914	507
912	496
907	501
904	508
898	493
893	515
889	503
885	500
881	511
877	493
874	503
870	509
866	501
863	513
861	503
858	501
858	517
855	503
855	515
854	499
853	501
853	509
853	496
852	507
850	499
850	495
850	515
850	499
850	507
850	500
850	485
850	501
849	497
850	499
850	511
849	497
850	509
848	496
846	497
846	525
845	500
845	519
842	509
842	503
840	515
837	503
837	500
836	503
834	492
833	509
833	504
830	501
829	510
827	497
826	507
825	503
822	493
821	513
821	494
820	511
818	511
818	487
818	489
818	517
817	669
815	864
813	933
811	863
810	643
810	502
809	506
809	523
808	527
805	493
805	489
805	519
804	500
802	513
801	511
798	500
797	519
795	506
794	515
791	519
789	495
789	516
786	523
785	514
786	523
789	513
801	534
822	532
845	523
862	539
875	534
885	545
895	555
905	551
913	580
919	577
925	583
930	601
933	592
936	615
937	606
938	595
937	595
936	565
934	557
933	544
930	523
926	529
